text,date,amusement_parks,ferris_wheels,water_parks,miniature_parks,baths_and_saunas,climbing,stadiums,winter_sports,natural_springs,water,nature_reserves,beaches,railway_stations,dams,mints,mineshafts,science_museums,churches,cathedrals,monasteries,synagogues,hindu_temples,mosques,archaeology,castles,fortified_towers,bunkers,military_museums,battlefields,war_graves,cemeteries,mausoleums,crypts,monuments,tumuluses,wall_painting,fountains,sculptures,gardens_and_parks,archaeological_museums,art_galleries,biographical_museums,history_museums,local_museums,national_museums,fashion_museums,planetariums,zoos,aquariums,skyscrapers,towers,historic_architecture,bridges,text_en
"Jako entuzjasta muzyki mam pasję do odtwarzania instrumentu muzycznego, uczestnictwa w koncertach i festiwalach oraz zbierania płyt winylowych.Często cieszę się wolnym czasem w klubach muzycznych i innych lokalizacjach, w których mogę odkrywać nowe dźwięki.","Planuję swoją wycieczkę na maj. Będzie trwała 7 dni, od 15 maja do 22 maja.",1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,"I am a music lover and passionate about music.My hobby is playing a musical instrument, visiting concerts and music festivals and collecting vinyl records.I most often spend my free time in music clubs and places where I can discover new sounds."
"Jestem miłośnikiem ekstremalnych sportów i przygód. Moje hobby to windsurfing, spływy kajakowe i skoki spadochronowe. Wolny czas najchętniej spędzam na aktywnościach na świeżym powietrzu, poszukując nowych wyzwań. Interesuję się również nowoczesną architekturą i eksploracją miejskich murali.",Moja wycieczka odbędzie się od 3 sierpnia do 18 sierpnia 2023 roku.,4,3,5,2,4,5,5,4,3,4,2,5,3,3,2,1,3,2,1,1,1,2,2,2,3,3,2,3,2,2,2,1,1,3,2,1,3,2,3,2,3,2,3,2,3,1,2,3,4,4,3,2,3,"I am a lover of extreme sports and adventures.My hobby is windsurfing, kayaking and skydiving.I most often spend my free time on outdoor activities, looking for new challenges.I am also interested in modern architecture and exploration of city murals."
"Cenię dynamiczne wrażenia z podróży i różnorodny harmonogram..Jako energiczna osoba lubię być aktywnym i angażując się w sport, jednocześnie odkrywając ekscytujące i rozrywkowe miejsca docelowe","Planuję krótką, intensywną wycieczkę trwającą około 4 dni, aby maksymalnie wykorzystać czas na przygodę i rozrywkę.",5,4,5,3,4,5,4,3,3,4,3,4,2,3,2,3,3,2,2,2,2,3,2,3,4,4,3,3,4,3,2,2,2,3,2,4,3,3,4,3,3,2,3,3,3,2,2,4,4,3,4,3,4,"I am an energetic person and interested in an active lifestyle.My hobby is a sport, visiting places full of adrenaline and fun.I prefer dynamic attractions and diversity in the travel program."
".Lubię też odkrywać współczesną sztukę i życie nocne.Podróż i jedzenie to moje dwa główne źródła przyjemności, podobnie jak odkrycie potraw regionalnych poprzez wycieczki, uczestniczące na festiwalach i poznawanie tradycji kulinarnych","Planuję długą wycieczkę trwającą około 3 tygodni, która rozpocznie się za pół roku.",3,4,2,3,4,2,3,1,4,3,4,4,3,2,2,3,3,4,3,2,2,3,1,3,4,3,2,2,2,2,3,2,1,3,1,3,4,3,4,3,4,3,3,3,4,2,2,4,3,3,4,4,3,"I am passionate about travel and culinary.I most often spend my free time discovering local cuisine, participating in gastronomic festivals and learning about culinary traditions.I am also interested in modern art and nightlife."
"Moja pasja polega na odkrywaniu historii architektury, szczególnie struktur obronnych, a ja pociąga mnie pomysł odwiedzania zamków i fortyfikacji.",Planuję wycieczkę w okresie od 15 lipca do 30 lipca 2023 roku.,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,5,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,3,1,4,2,3,1,1,1,1,1,2,4,2,"I am a history lover, especially castles and fortifications.I would like to visit places that have a rich history related to defensive architecture."
"Jestem lekarzem weterynarii z pasją do fotografii przyrodniczej. Moje hobby to fotografowanie zwierząt i przyrody, zwracając uwagę na ich zdrowie i naturalne środowisko. Wolny czas najchętniej spędzam na praktyce weterynaryjnej oraz robiąc piękne zdjęcia dzikiej przyrody.",Moja wycieczka odbędzie się od 10 maja do 25 maja 2023 roku.,1,1,1,1,1,1,1,1,2,4,5,2,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,2,1,1,2,1,1,1,1,3,2,1,1,2,1,2,1,1,4,3,1,1,1,1,"I am a veterinarian with passion for nature photography.My hobby is photographing animals and nature, paying attention to their health and natural environment.I most often spend my free time on veterinary practice and taking beautiful photos of wild nature."
"Jestem miłośniczką literatury i sztuki. W wolnym czasie najchętniej spędzam czas na czytaniu książek i eksploracji miejsc związanych z kulturą i sztuką. Interesuje mnie głównie dziedzictwo kulturowe i zabytki historyczne. Lubię spokojne, kulturalne miejsca, gdzie mogę delektować się atmosferą i inspirującymi dziełami sztuki.","Wycieczka planowana na maj, trwająca 7 dni od 15 maja do 21 maja.",2,3,1,2,3,1,1,1,3,4,4,1,4,2,1,2,3,4,5,4,4,2,2,4,5,3,2,3,3,4,3,4,3,4,3,5,3,5,4,4,5,4,5,4,5,3,2,1,2,3,4,5,3,"I am a lover of literature and art.In my free time, I most often spend time reading books and exploring places related to culture and art.I am mainly interested in cultural heritage and historical monuments.I like calm, cultural places where I can enjoy the atmosphere and inspiring works of art."
"Jestem zapalonym graczem planszowym i uczestnikiem turniejów gier planszowych. Moje hobby to eksploracja kawiarni planszowych, uczestnictwo w turniejach oraz kolekcjonowanie unikalnych gier. Wolny czas najchętniej spędzam w miejscach, gdzie mogę spotkać innych pasjonatów planszówek i odkryć nowe gry.","Planuję swoją wycieczkę na weekend w październiku. Będzie trwała 3 dni, od 14 października do 16 października.",2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,"I am an avid board player and participant in board games tournaments.My hobby is the exploration of board cafes, participation in tournaments and collecting unique games.I spend my free time in places where I can meet other board enthusiasts and discover new games."
". Spędzam wolny czas w domu z dobrym filmem lub serią. Moje hobby czyta codzienną prasę, spacerując po okolicy i gotuje proste potrawy.Jestem osobą o niezbyt wyjątkowe zainteresowanie. Jestem zainteresowany lokalnymi wydarzeniami towarzyskimi i kulinarnymi",Moja wycieczka odbędzie się od 10 września do 25 września 2023 roku.,2,2,1,1,2,1,1,1,3,2,2,2,3,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,2,2,2,1,1,2,1,1,2,2,2,"I am a person with not very exceptional interests.My hobby is reading the daily press, walking around the area and cooking simple dishes.I spend my free time at home with a good movie or series.I am interested in local social events and culinary."
".Częścią mojego hobby jest udział w warsztatach kulinarnych, aby dowiedzieć się o kuchni meksykańskiej, ogrodnictwo z fasolą i wychowywanie nasion kukurydzy oraz poznanie ukrytych skarbów kultury meksykańskiej.Lubię spędzać wolne czas na gotowaniu meksykańskich specjałów, pielęgnowanie moich ogrodów i uczestnictwo w wydarzeniach kulinarnych.Moje hobby obejmują gotowanie autentycznych potraw meksykańskich, eksplorację przypraw i uprawę tradycyjnych roślin.Jestem fanem kuchni meksykańskiej i mam pasję do uprawy fasoli i kukurydzy","Planuję weekendową wycieczkę na 3 dni, od 5 do 7 września 2024 roku.",1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"I am a fan of Mexican cuisine with interests in bean and corn breeding.My interests include the preparation of authentic Mexican dishes, experimenting with spices and the cultivation of traditional plants.The hobby is participation in the culinary workshops of Mexican cuisine, garden care with beans and corn, and exploring the secrets of Mexican culinary culture.I spend my free time cooking Mexican specialties, cultivating my plants and participating in culinary events."
"Moja miłość do kultury i odkrywania nowych miejsc rozciąga się na czas wolny, ponieważ lubię odwiedzać muzea, galerie sztuki lub lokalne restauracje..Ponadto intryguje mnie architektura i tradycje miejsc, w których odwiedzam","Planuję średnią wycieczkę trwającą około 10 dni, która rozpocznie się za pięć miesięcy.",3,4,2,2,3,2,2,1,3,2,4,2,3,2,1,2,4,3,4,3,3,2,1,3,4,3,1,3,2,3,2,3,1,3,1,2,2,3,4,4,5,3,4,3,4,2,2,3,2,3,4,4,3,"I am a lover of culture and exploration of new flavors.I most often spend my free time visiting museums, art gallery and trying local culinary specialties.I am also interested in the architecture and traditions of the places I visit."
"Jestem psychoterapeutą z zamiłowaniem do podróżowania i poznawania różnych kultur. Moje hobby to eksploracja świata, obserwacja różnic kulturowych i zdobywanie doświadczeń z różnych zakątków globu. Wolny czas najchętniej spędzam na podróżach, integrując wiedzę psychologiczną z różnorodnością ludzkich doświadczeń.",Moja wycieczka odbędzie się od 12 września do 27 września 2023 roku.,1,3,1,1,1,1,2,1,1,3,4,3,4,1,1,1,3,3,2,2,2,4,3,4,2,2,1,2,1,2,2,2,1,3,1,3,1,2,3,4,3,2,4,3,4,2,1,2,1,2,3,3,3,"I am a psychotherapist with a passion for traveling and learning about different cultures.My hobby is the exploration of the world, observing cultural differences and gaining experience from different parts of the globe.I spend my free time traveling, integrating psychological knowledge with the diversity of human experiences."
".Podróżowanie to nie tylko odkrywanie, ale także aktywnie uczestniczyć w zajęciach społecznych i doświadczanie intensywnych emocji.Jestem wysoce energiczną osobą, która chętnie przyjmuje nowe doświadczenia i odkrywać nowe kultury","Preferuję podróże w okresie, gdy miejsce tętni życiem, a atmosfera jest pełna energii i możliwości do aktywności. Wybieram się w podróże, aby doświadczać intensywnych przeżyć, poznawać różne kultury i uczestniczyć w dynamicznych wydarzeniach.",4,4,4,3,4,5,5,4,3,4,3,5,3,3,2,3,4,3,4,3,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,4,3,4,4,4,3,4,4,4,3,3,5,5,4,4,4,4,"I am a person with a very energetic disposition, full of passion and ready for all new challenges.For me, travel is not only an opportunity to explore, but also to actively spend time and experience intense emotions."
"Moja osobowość jest skomponowana i napędzana pasją do odkrywania kultur i historii, czytania, odwiedzania muzeów i dobrego odżywiania..Cenię pasywne rozproszenia i staram się utrzymać spokojne środowisko","Planuję dłuższy pobyt, trwający około 10 dni, aby w pełni zanurzyć się w kulturę i historię miejsca, które odwiedzam.",2,3,2,3,3,2,2,2,3,3,4,3,4,3,3,3,5,5,5,4,4,3,3,4,5,4,3,4,4,4,3,4,3,4,3,2,3,4,3,5,5,4,5,4,5,3,2,2,3,3,4,5,4,"I am a calm person, I am mainly interested in cultural and historical attractions.My hobby is reading, visiting museums and enjoying local cuisine.I prefer passive forms of spending time and value a relaxing atmosphere."
". Najczęściej spędzam wolny czas w muzeach wojskowych,na polach bitew i podczas poszukiwania historii wojskowej regionu.Jestem pasjonatem historii wojska. Moje zainteresowania koncentrują się głównie na studiowaniu miejsc związanych z wojskiem, zbieraniu wojska i uczestnictwu w historycznej rekonstrukcji. Hobby to także strzelanie do sportów i studiowanie taktyk wojskowych","Planuję średnią długość wycieczki na 5 dni, od 3 do 7 września 2024 roku.",1,2,1,1,1,1,3,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,3,3,4,5,5,4,2,1,1,3,1,1,1,1,2,2,1,1,5,3,4,1,1,1,1,1,2,4,2,"I am passionate about the history of military.My interests focus mainly on studying places related to military, collecting military and participation in historical reconstructions.The hobby is also sports shooting and studying military tactics.I most often spend my free time in military museums, in battlefields and during the search for the military history of the region."
" Spędzam wolny czas na plaży, badanie nowych obszarów sportów ekstremalnych i zanurzanie się w tworzeniu poetyckich tekstów. Moje zainteresowania obejmują surfowanie, skoki spadochronowe i tworzenie własnych wierszy..Jestem zapalonym miłośnikiem sportów ekstremalnych i poezji. Hobby podróżuje w poszukiwaniu najlepszych fal do surfowania, adrenaliny i inspiracji do poezji","Planuję dwutygodniową wyprawę do Hawajów, od 7 do 21 lipca 2026 roku.",1,1,5,1,1,4,1,1,1,3,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,4,1,1,"I am an avid lover of extreme sports and poetry.My interests include surfing, skydiving and creating my own poems.The hobby is traveling in search of the best waves for surfing, adrenaline and inspiration to poetry.I spend my free time on the beach, exploring new areas for extreme sports and immersing myself in creating poetic texts."
"Jestem turystką, która uwielbia spokojne miejsca z dala od zgiełku miejskiego. Interesuje mnie głównie przyroda, architektura oraz lokalna kultura. Poszukuję miejsc, gdzie mogę zrelaksować się w otoczeniu pięknych krajobrazów i jednocześnie cieszyć się unikatowymi zabytkami i tradycjami.",Planuję wycieczkę w okresie od 15 sierpnia do 31 sierpnia 2023 roku.,2,3,2,2,3,2,2,2,4,4,5,3,3,4,2,3,3,4,4,3,3,3,2,4,4,3,2,3,3,3,3,3,2,4,3,3,3,4,4,4,4,3,4,4,4,3,3,3,3,2,4,4,4,"I am a tourist who loves peaceful places away from the hustle and bustle.I am mainly interested in nature, architecture and local culture.I am looking for places where I can relax around beautiful landscapes and at the same time enjoy unique monuments and traditions."
"Jestem pasjonatem historii i architektury. Wolny czas spędzam na odkrywaniu miejsc związanych z dziedzictwem kulturowym. Interesują mnie zabytki historyczne, muzea lokalne oraz tradycje miejscowej ludności. Preferuję aktywne zwiedzanie i eksplorację ukrytych zakątków miast.","W maju, 10 dni.",2,3,1,2,2,4,3,1,3,4,5,2,4,3,1,2,4,5,5,4,3,3,2,5,5,4,4,5,4,5,4,4,3,5,4,3,2,3,3,5,4,3,5,5,5,2,3,2,1,2,4,5,3,"I am passionate about history and architecture.I spend my free time discovering places related to cultural heritage.I am interested in historical monuments, local museums and traditions of the local population.I prefer active sightseeing and exploration of hidden corners of cities."
"Mam pasję do architektury i lubię odkrywać interesujące miejsca, uczyć się różnych rodzajów budowy i uczestniczyć w wydarzeniach związanych z dziedziną.Moja preferowana lokalizacja to miejsce, które oferuje unikalne i pomysłowe rozwiązania architektoniczne.","Planuję swoją wycieczkę na sierpień. Będzie trwała 12 dni, od 8 sierpnia do 19 sierpnia.",1,4,2,1,1,1,3,1,2,3,1,1,4,3,1,1,3,5,5,3,3,2,2,1,4,4,1,2,1,1,1,2,1,3,1,1,2,3,2,1,2,1,3,2,4,1,1,1,1,4,5,5,4,"I am interested in architecture.My hobby is visiting places with interesting architecture, studying various styles of building and participation in architecture -related events.I most often spend my free time in places that offer unique and inspiring architectural solutions."
"Jako podróżnik jestem zainteresowany badaniem zarówno czynności fizycznych, jak i sportowych podczas ruchu.Czy możesz zasugerować kilka miejsc, które łączą moją pasję do sportów przygodowych i rekreacyjnych z chęcią uczestnictwa w sporcie?","Planuję swoją wycieczkę na lipiec. Będzie trwała 10 dni, od 15 lipca do 24 lipca.",3,4,4,2,4,5,5,1,3,4,4,5,3,3,1,2,3,2,2,1,1,2,1,3,3,3,1,2,3,2,2,1,1,2,1,1,2,2,4,3,2,1,3,3,3,1,2,4,3,4,5,3,3,"I am a tourist who loves physical activity and sport.While traveling, I am looking for places where I can combine pleasure with movement and interesting sports attractions."
".Jestem turystą, który lubi odkrywać muzea, galerie sztuki i obiekty kulturalne.Mam powinowactwo do autentycznych wyrażeń artystycznych, a także dzieł sztuki, architektura i wydarzenia towarzyskie",Planuję podróż w okresie od 1 lipca do 15 lipca 2023 roku.,3,4,3,3,3,2,3,2,3,4,3,3,3,3,2,2,5,4,4,3,4,3,3,4,3,3,2,4,3,3,3,4,3,4,3,4,3,4,3,4,5,4,4,4,5,4,3,3,3,4,4,4,4,"I am a tourist who loves art and culture.My travels focus on discovering museums, art gallery and cultural places.I value original works of art, architecture and cultural events."
".Wolę lokalizacje z bogatą historią i ożywionymi opcjami rozrywki.Jestem osobą, która ceni dynamiczną eksplorację, świeże perspektywy życia i intensywne doświadczenia.Ponadto cenię nowoczesne zabytki i zajęcia, jednocześnie odpoczynku","Preferuję podróże w okresie letnim. Lubię ciepłe klimaty, plaże i możliwość korzystania z wszelkich atrakcji w pełni. Lato pozwala mi także na udział w różnorodnych wydarzeniach kulturalnych i festiwalach.",4,3,4,3,4,2,5,1,2,3,2,5,3,3,2,4,4,3,3,2,2,1,1,3,4,3,2,4,3,3,3,3,2,4,2,4,3,4,4,3,4,3,4,3,4,2,3,5,4,4,3,4,4,"I am a person who values dynamic travels, discovering new cultures and experiencing intensive sensations the most.I prefer space with a rich history and night life.Modern attractions and opportunities for active rest are also important to me."
.Mam pasję do odkrywania pięknych krajobrazów i uczestnictwa w wydarzeniach fotograficznych,"Planuję swoją wycieczkę na maj. Będzie trwała 10 dni, od 15 maja do 24 maja.",1,3,2,1,1,1,1,1,4,5,5,4,3,3,1,2,2,3,3,2,2,3,2,3,4,3,2,2,2,3,3,3,2,4,4,2,2,2,4,4,2,1,4,3,4,1,2,2,2,3,5,4,4,"I am interested in landscape photography.My hobby is an exploration of picturesque places, capturing the beauty of nature in the pictures and participation in photographic events.I most often spend my free time in places that offer unique landscapes and inspire to create beautiful photographs."
